100,200,400,800,1000,1200,2000,4000
63862.0,276854.0,64121.0,762616.0,673965.0,1264879.0,5703046.0,45419642.0
66754.0,283898.0,110317.0,1113069.0,1356140.0,1448519.0,6176814.0,46710122.0
69614.0,291029.0,156335.0,464173.0,1037629.0,1636142.0,5683548.0,47262465.0
72557.0,298217.0,202104.0,815864.0,719026.0,1829727.0,6389833.0,47147353.0
75427.0,305412.0,248336.0,1166972.0,1400619.0,2199344.0,5942991.0,46992342.0
78287.0,312635.0,294210.0,518260.0,1084672.0,1392840.0,6517889.0,47100265.0
81171.0,320668.0,340176.0,869527.0,766663.0,1584124.0,6171173.0,47241214.0
84071.0,329279.0,386349.0,1220566.0,1455126.0,1772937.0,5968112.0,47607597.0
87050.0,337948.0,432363.0,571115.0,1140801.0,1972184.0,5623602.0,47876546.0
89995.0,345300.0,478150.0,922349.0,824494.0,2162215.0,6340872.0,47373728.0
92881.0,352391.0,524147.0,1274109.0,1513491.0,1362969.0,6177109.0,47722658.0
95781.0,359485.0,569937.0,624209.0,1198183.0,1553249.0,5887795.0,48033342.0
99090.0,366509.0,615861.0,975791.0,886629.0,1751330.0,6736902.0,47451274.0
101932.0,373544.0,661608.0,1326149.0,1577356.0,1954096.0,6446741.0,47899834.0
104888.0,380549.0,707778.0,676340.0,1269607.0,2152950.0,6333079.0,47340404.0
107746.0,387534.0,753581.0,1026207.0,957092.0,1352633.0,6053615.0,47689849.0
110686.0,394535.0,799593.0,376640.0,1679774.0,1553832.0,5813158.0,48186979.0
113583.0,401571.0,845329.0,726883.0,1538747.0,1757679.0,6707295.0,47814600.0
116462.0,408695.0,891173.0,1077350.0,1223615.0,1960420.0,6603209.0,47747193.0
119356.0,415725.0,937109.0,427942.0,913448.0,2164627.0,6368107.0,48210796.0
122369.0,422890.0,983421.0,778185.0,1609837.0,1381211.0,6166639.0,48106987.0
125245.0,429971.0,1029919.0,1129224.0,1304729.0,1585507.0,6065561.0,47812466.0
128163.0,437040.0,75921.0,479578.0,999323.0,1803573.0,5979056.0,47325546.0
131058.0,444140.0,121927.0,829756.0,697863.0,2017587.0,5757156.0,47979271.0
133960.0,451210.0,167889.0,1183327.0,1394163.0,1237035.0,6663524.0,47674294.0
136830.0,458237.0,214658.0,533585.0,1087789.0,1457155.0,6443490.0,48354631.0
139793.0,465243.0,260696.0,884828.0,784489.0,1671264.0,6277855.0,47838208.0
142672.0,472375.0,306741.0,1236399.0,1482050.0,1899431.0,6171168.0,47610269.0
145616.0,479436.0,352711.0,587684.0,1182225.0,2122006.0,5971995.0,48234356.0
148509.0,486516.0,398716.0,938239.0,878835.0,1349265.0,5784451.0,47924218.0
