50,100,200,300,400,500,600,700,800
289327.0,459635.0,650544.0,693640.0,995755.0,905216.0,951319.0,2058771.0,2475186.0
295037.0,475703.0,680956.0,801649.0,1249399.0,1432252.0,1873540.0,1548057.0,2619291.0
300609.0,485324.0,711887.0,912162.0,506353.0,944664.0,1773933.0,2046971.0,2812791.0
306193.0,492210.0,743242.0,1021863.0,759342.0,1465157.0,1673139.0,1517470.0,3003456.0
311718.0,497891.0,775438.0,132472.0,1010446.0,992591.0,1574461.0,1965785.0,2233958.0
317266.0,502842.0,805325.0,242737.0,266374.0,1505094.0,1496109.0,2413366.0,2408575.0
322798.0,507747.0,833872.0,350393.0,528005.0,1031780.0,1402483.0,1875807.0,2598431.0
328337.0,512356.0,864196.0,457901.0,780664.0,563891.0,1309221.0,2335534.0,2790084.0
333850.0,517211.0,896328.0,583980.0,1032831.0,1075305.0,1233300.0,1814243.0,2983097.0
339887.0,522845.0,928207.0,687116.0,284131.0,598696.0,1163497.0,2302656.0,3140879.0
345370.0,527959.0,961031.0,786771.0,538057.0,1129889.0,1094106.0,1755521.0,2319348.0
350901.0,533388.0,992957.0,886609.0,791729.0,674129.0,1025595.0,2213325.0,2506749.0
356401.0,538477.0,1024980.0,988548.0,1048155.0,1225406.0,930506.0,1661892.0,2699073.0
361952.0,544027.0,57952.0,1090085.0,297074.0,752261.0,1830541.0,2114758.0,2843942.0
367393.0,549369.0,88357.0,191830.0,544580.0,1280224.0,1753391.0,1563527.0,3082320.0
372927.0,554636.0,119060.0,292209.0,798164.0,793318.0,1678882.0,2015216.0,2296946.0
377929.0,559760.0,154447.0,392701.0,1051192.0,1314078.0,1580318.0,1462673.0,2505979.0
382891.0,564420.0,189698.0,496483.0,305230.0,841455.0,1500857.0,1910890.0,2706499.0
387902.0,569167.0,223714.0,602165.0,560203.0,1369356.0,1431147.0,2360031.0,2888954.0
392903.0,573910.0,257472.0,708281.0,814941.0,877274.0,1361638.0,1808609.0,3107509.0
397886.0,578708.0,290580.0,810650.0,1065946.0,1400296.0,1293234.0,2257976.0,2292959.0
402901.0,583697.0,326235.0,918167.0,320202.0,911797.0,1192299.0,1713906.0,2465526.0
407918.0,588404.0,358735.0,1020060.0,590371.0,1426956.0,1115178.0,2158995.0,2642328.0
412936.0,593085.0,391259.0,124543.0,859808.0,936098.0,1043424.0,1616910.0,2825161.0
417946.0,597879.0,422726.0,232110.0,1128003.0,1450637.0,950011.0,2075142.0,3012244.0
422926.0,602611.0,454804.0,333777.0,392334.0,979458.0,1853571.0,1528889.0,2254995.0
427915.0,607351.0,486113.0,435876.0,644820.0,1494671.0,1777178.0,1983755.0,2408309.0
432902.0,612038.0,517192.0,538860.0,899792.0,1022440.0,1680899.0,2433881.0,2611922.0
437872.0,617113.0,548490.0,638728.0,1148488.0,536583.0,1597370.0,1879756.0,2846556.0
442849.0,621862.0,581284.0,738872.0,395606.0,1050403.0,1529682.0,2324719.0,3010784.0
