50,100,200,300,400,500,600,700,800,1000,1200,2000,4000
675231.0,780009.0,41504.0,754222.0,1028434.0,1285755.0,1509880.0,1016187.0,2632983.0,4337956.0,7251974.0,40470751.0,403431917.0
676701.0,794693.0,63545.0,826277.0,197463.0,617672.0,1077651.0,970918.0,2282817.0,3943789.0,6684446.0,40727016.0,411373118.0
678077.0,808683.0,85321.0,898747.0,366647.0,950454.0,649848.0,1933067.0,1928425.0,4619691.0,7098300.0,40835737.0,404044786.0
679541.0,821313.0,107000.0,970923.0,535669.0,1282206.0,1219573.0,1891251.0,2608795.0,4240690.0,6613251.0,40768414.0,413757868.0
681132.0,829365.0,128787.0,1045321.0,704941.0,614256.0,783589.0,1846799.0,2278538.0,3881663.0,7112888.0,41414367.0,408285586.0
682687.0,836686.0,151989.0,116980.0,872946.0,946848.0,1351524.0,1811105.0,1940278.0,4540774.0,6508208.0,40623435.0,410347931.0
684197.0,844125.0,173802.0,189117.0,1044060.0,1279148.0,918032.0,1752607.0,2583341.0,4153262.0,7032549.0,41247512.0,402312523.0
685864.0,851387.0,195429.0,261485.0,212250.0,613472.0,1485445.0,1724074.0,2240221.0,3777667.0,6696485.0,40627651.0,404073687.0
687561.0,858714.0,217279.0,333057.0,382078.0,947410.0,1053799.0,1676336.0,1894766.0,4451005.0,7200129.0,41136398.0,403731533.0
689300.0,866004.0,239029.0,404880.0,553149.0,1279038.0,628207.0,1633119.0,2553583.0,4052169.0,6631818.0,40379527.0,415914936.0
691201.0,873335.0,260824.0,477378.0,722787.0,612402.0,1196892.0,1608901.0,2214475.0,3697198.0,7127310.0,40669113.0,404255794.0
693086.0,880646.0,282941.0,550571.0,894325.0,944582.0,767270.0,1581332.0,1873097.0,4292844.0,6552627.0,41187458.0,402393642.0
695061.0,888000.0,305144.0,623222.0,1063449.0,1274988.0,1339538.0,1535814.0,2522917.0,3996720.0,6972513.0,40673872.0,403159913.0
697219.0,895278.0,328113.0,695586.0,232683.0,608334.0,909153.0,1518790.0,2171795.0,3628055.0,7400399.0,40869489.0,403573590.0
699342.0,902614.0,350834.0,767636.0,402447.0,941998.0,1487084.0,1513267.0,1848472.0,4248212.0,6845843.0,41148201.0,406329212.0
701784.0,909933.0,373391.0,841256.0,572476.0,1275031.0,1056440.0,1481488.0,2513767.0,3856405.0,7255007.0,40673954.0,405907755.0
704352.0,917218.0,394987.0,916340.0,742761.0,609328.0,624748.0,1463312.0,2147141.0,4443180.0,6683609.0,40821019.0,409208047.0
707317.0,924638.0,416841.0,988686.0,913167.0,944353.0,1194819.0,1428837.0,1772538.0,4028577.0,7141002.0,41149907.0,401896756.0
710537.0,932871.0,438548.0,1061228.0,1081910.0,1278965.0,763341.0,1409429.0,2430667.0,3605329.0,6553686.0,40407814.0,403607029.0
714130.0,940176.0,460181.0,134488.0,250557.0,613613.0,1331188.0,1404929.0,2086594.0,4211043.0,7101930.0,40590672.0,404462317.0
718659.0,947457.0,481896.0,208452.0,420603.0,945992.0,905455.0,1361650.0,1738439.0,3840672.0,6696651.0,41058897.0,400820730.0
724384.0,954796.0,503518.0,280487.0,592184.0,1279447.0,1487983.0,1330905.0,2396094.0,4535025.0,7131386.0,40378308.0,405729401.0
729545.0,962168.0,525327.0,352933.0,762278.0,612628.0,1063305.0,1274702.0,2054353.0,4141630.0,6733715.0,40660721.0,401532720.0
734629.0,969491.0,547141.0,424782.0,933934.0,944707.0,632719.0,1225484.0,1738126.0,3808873.0,7163194.0,41024357.0,402706836.0
739869.0,976837.0,569046.0,497764.0,1104209.0,1275722.0,1201054.0,1194629.0,2396754.0,4478517.0,6834278.0,40378967.0,403553852.0
744956.0,984100.0,591800.0,570141.0,275206.0,609140.0,771127.0,1129473.0,2055245.0,4152608.0,7381996.0,40666981.0,404415206.0
750084.0,990203.0,614395.0,642803.0,443887.0,941967.0,1346580.0,1101766.0,1748138.0,3816750.0,6882233.0,41035243.0,407166573.0
755193.0,996190.0,636201.0,715499.0,612642.0,1274007.0,918938.0,1065289.0,2402464.0,4473849.0,7422429.0,40358089.0,409750314.0
760320.0,1002166.0,657941.0,787953.0,781665.0,607591.0,1487662.0,1029429.0,2052746.0,4130205.0,6870439.0,40731101.0,402230340.0
765421.0,8242.0,680353.0,859946.0,953674.0,941918.0,1057846.0,981552.0,1708108.0,3772540.0,7310811.0,40984638.0,405048735.0
