100,200,400,800,1000,1200,2000,4000
122465.0,344532.0,1148643.0,1835409.0,4259975.0,7126001.0,40530361.0,404592665.0
126793.0,367244.0,317307.0,2536478.0,3992762.0,6625009.0,40631494.0,403893924.0
131198.0,389179.0,490343.0,2243661.0,3621181.0,7172195.0,40830875.0,404241076.0
135828.0,410912.0,667182.0,1943895.0,4263101.0,6728898.0,40883381.0,403599297.0
141205.0,432758.0,841744.0,2653513.0,3925584.0,7149524.0,41255897.0,405751264.0
147072.0,454468.0,1015874.0,2340074.0,4589464.0,6673419.0,40559432.0,413184201.0
152831.0,476212.0,186124.0,2029875.0,4207217.0,7160731.0,41256121.0,402979464.0
158842.0,497891.0,353486.0,1716763.0,3769044.0,6633550.0,40844285.0,409028107.0
164636.0,519649.0,524946.0,2426402.0,4336238.0,7175270.0,41475745.0,404520243.0
170447.0,541474.0,693714.0,2129925.0,3934054.0,6606024.0,40681984.0,404210457.0
177131.0,563145.0,863518.0,1831408.0,4513518.0,7029204.0,41302530.0,407929306.0
183774.0,584850.0,1033167.0,2521221.0,4217462.0,6542858.0,40880707.0,403865747.0
190483.0,606542.0,203676.0,2168283.0,3856606.0,6993138.0,40941747.0,403825936.0
198255.0,628375.0,372095.0,1846871.0,4544432.0,6403581.0,41425883.0,400842239.0
206060.0,649987.0,542637.0,2505973.0,4078491.0,6821630.0,41060206.0,402118784.0
213869.0,671579.0,710281.0,2170621.0,3717816.0,7298122.0,41016469.0,404249755.0
221629.0,693343.0,879867.0,1854167.0,4317135.0,6844947.0,40216038.0,402251282.0
229401.0,715864.0,1049886.0,2530891.0,3915381.0,7304368.0,40523687.0,403897112.0
237154.0,738246.0,218273.0,2183057.0,4521624.0,6763860.0,40690234.0,403664928.0
244973.0,760264.0,388337.0,1832020.0,4149389.0,7201224.0,41229535.0,404162586.0
253767.0,782331.0,558588.0,2526564.0,3767412.0,6754878.0,40493202.0,404250589.0
261522.0,804195.0,728490.0,2212192.0,4395194.0,7254735.0,40757754.0,412101884.0
269296.0,826015.0,897968.0,1891641.0,4033498.0,6731448.0,41308021.0,412186150.0
277191.0,847674.0,1068844.0,2564537.0,3617056.0,7154458.0,40825196.0,405341083.0
284936.0,869447.0,241535.0,2250097.0,4309134.0,6647983.0,40921995.0,403238653.0
291255.0,891209.0,421734.0,1910678.0,3967005.0,7108546.0,41614493.0,408465499.0
296586.0,912959.0,599665.0,2591733.0,4563031.0,6578721.0,40756100.0,400729181.0
301878.0,935127.0,776868.0,2274863.0,4261250.0,7058422.0,41132849.0,403895287.0
307264.0,956875.0,946709.0,1939064.0,3945530.0,6573719.0,40568290.0,402267465.0
312595.0,978514.0,1120943.0,2587977.0,4576637.0,7056006.0,40933485.0,407846166.0
